Date,Location,Rainfall,Cloud3pm,Temp3pm
2009-11-26,Albury,0.0,4.0,25.2
2009-11-27,Albury,10.2,5.0,24.7
2009-11-28,Albury,0.0,1.0,25.7
2009-11-29,Albury,9.4,4.0,20.7
2009-11-30,Albury,2.4,1.0,23.6
2009-12-08,Albury,0.0,5.0,21.8
2009-12-10,Albury,0.0,7.0,25.6
2009-12-11,Albury,1.0,3.0,21.0
2009-12-12,Albury,0.0,4.0,26.0
2009-12-17,Albury,0.0,2.0,31.4
2009-12-25,Albury,9.8,1.0,27.5
2009-12-31,Albury,0.0,1.0,31.1
2010-01-01,Albury,5.0,1.0,30.9
2010-01-07,Albury,0.0,1.0,31.8
2010-01-09,Albury,0.0,1.0,38.6
2010-01-13,Albury,0.4,8.0,19.9
2010-01-17,Albury,0.0,1.0,24.1
2010-01-18,Albury,0.0,8.0,20.5
2010-02-03,Albury,0.0,3.0,34.6
2010-02-05,Albury,52.2,8.0,25.0
2010-02-08,Albury,0.0,7.0,33.8
2010-02-09,Albury,0.0,1.0,33.5
2010-02-11,Albury,0.0,8.0,33.1
2010-02-13,Albury,0.0,1.0,26.6
2010-02-14,Albury,0.0,8.0,28.9
2010-02-20,Albury,0.0,2.0,30.9
2010-02-21,Albury,0.6,8.0,27.3
2010-02-22,Albury,3.6,8.0,24.2
2010-03-05,Albury,0.0,8.0,20.1
2010-03-06,Albury,20.6,1.0,29.4
2010-03-07,Albury,5.8,7.0,21.1
2010-03-08,Albury,66.0,1.0,24.1
2010-03-09,Albury,6.2,8.0,19.0
2010-03-10,Albury,0.0,1.0,21.8
2010-03-15,Albury,0.0,1.0,26.0
2010-03-19,Albury,0.0,1.0,30.0
2010-03-29,Albury,11.0,5.0,24.8
2010-03-31,Albury,0.0,1.0,25.1
2010-04-01,Albury,0.0,2.0,25.2
2010-04-03,Albury,0.0,5.0,24.7
2010-04-07,Albury,3.0,3.0,23.2
2010-04-08,Albury,3.2,1.0,23.0
2010-04-09,Albury,0.0,2.0,21.2
2010-04-10,Albury,0.2,8.0,18.3
2010-04-11,Albury,7.0,2.0,17.8
2010-04-12,Albury,0.0,8.0,16.0
2010-04-19,Albury,0.0,3.0,25.6
2010-04-20,Albury,0.0,1.0,24.3
2010-04-24,Albury,3.6,8.0,18.6
2010-04-27,Albury,0.0,7.0,15.9
2010-04-28,Albury,1.6,1.0,16.9
2010-04-29,Albury,0.4,8.0,17.0
2010-05-04,Albury,0.2,4.0,24.8
2010-05-06,Albury,0.0,8.0,15.3
2010-05-07,Albury,0.0,6.0,16.8
2010-05-08,Albury,0.0,1.0,18.6
2010-05-09,Albury,0.0,1.0,18.6
2010-05-22,Albury,0.0,3.0,16.1
2010-05-24,Albury,0.0,2.0,15.0
2010-05-25,Albury,10.4,7.0,12.8
2010-05-27,Albury,0.2,8.0,16.5
2010-05-28,Albury,0.0,6.0,17.0
2010-05-29,Albury,28.0,8.0,14.0
2010-05-30,Albury,5.8,1.0,19.6
2010-06-07,Albury,0.0,2.0,13.3
2010-06-08,Albury,0.0,7.0,11.6
2010-06-09,Albury,0.0,8.0,7.9
2010-06-10,Albury,2.4,6.0,12.5
2010-06-11,Albury,0.0,7.0,12.8
2010-06-14,Albury,0.0,6.0,12.6
2010-06-15,Albury,0.0,1.0,12.4
2010-06-16,Albury,0.0,7.0,13.5
2010-06-18,Albury,2.2,2.0,10.9
2010-06-20,Albury,0.0,8.0,12.7
2010-06-23,Albury,0.0,8.0,15.5
2010-06-24,Albury,0.0,1.0,16.9
2010-06-25,Albury,0.0,8.0,13.2
2010-06-26,Albury,10.2,8.0,11.1
2010-06-27,Albury,0.2,2.0,11.5
2010-06-28,Albury,0.0,7.0,8.2
2010-06-29,Albury,0.0,8.0,9.1
2010-06-30,Albury,0.2,8.0,8.8
2010-07-01,Albury,1.2,7.0,10.4
2010-07-02,Albury,0.2,4.0,10.2
2010-07-05,Albury,0.2,3.0,11.7
2010-07-10,Albury,0.0,8.0,15.0
2010-07-11,Albury,13.4,1.0,15.2
2010-07-13,Albury,0.0,8.0,12.0
2010-07-14,Albury,21.4,8.0,9.1
2010-07-15,Albury,11.0,6.0,11.4
2010-07-16,Albury,0.0,2.0,13.0
2010-07-17,Albury,0.0,4.0,10.8
2010-07-18,Albury,0.0,1.0,12.1
2010-07-19,Albury,1.6,8.0,13.4
2010-07-20,Albury,0.2,1.0,11.5
2010-07-22,Albury,0.0,1.0,12.4
2010-07-28,Albury,0.0,8.0,12.2
2010-07-29,Albury,6.2,8.0,14.0
2010-07-30,Albury,0.0,8.0,14.1
2010-07-31,Albury,2.2,8.0,11.6
2010-08-01,Albury,4.2,8.0,7.3
2010-08-02,Albury,18.6,8.0,13.7
2010-08-04,Albury,0.0,8.0,9.2
2010-08-06,Albury,0.2,1.0,12.2
2010-08-07,Albury,0.2,8.0,12.7
2010-08-08,Albury,0.0,8.0,12.2
2010-08-10,Albury,7.2,8.0,15.2
2010-08-11,Albury,8.2,8.0,10.0
2010-08-13,Albury,0.0,1.0,14.5
2010-08-15,Albury,1.8,8.0,10.9
2010-08-16,Albury,10.2,6.0,11.3
2010-08-17,Albury,3.8,1.0,11.3
2010-08-18,Albury,0.2,8.0,8.7
2010-08-19,Albury,15.4,6.0,14.5
2010-08-20,Albury,2.0,5.0,10.4
2010-08-21,Albury,0.0,3.0,12.0
2010-08-22,Albury,0.2,6.0,14.3
2010-08-23,Albury,0.2,8.0,12.0
2010-08-24,Albury,1.8,8.0,11.7
2010-08-25,Albury,1.8,8.0,10.1
2010-08-26,Albury,9.6,8.0,11.2
2010-08-28,Albury,0.0,3.0,13.3
2010-08-29,Albury,0.0,7.0,14.1
2010-08-31,Albury,0.0,6.0,13.4
2010-09-01,Albury,0.0,8.0,14.2
2010-09-02,Albury,0.8,5.0,16.1
2010-09-04,Albury,21.8,8.0,14.8
2010-09-05,Albury,20.8,7.0,13.2
2010-09-06,Albury,2.4,6.0,12.5
2010-09-07,Albury,1.2,1.0,14.7
2010-09-08,Albury,0.0,7.0,14.6
2010-09-09,Albury,0.0,8.0,11.9
2010-09-10,Albury,24.8,8.0,11.0
2010-09-11,Albury,3.2,8.0,15.8
2010-09-12,Albury,0.0,8.0,15.4
2010-09-13,Albury,0.4,1.0,18.2
2010-09-15,Albury,0.0,7.0,13.4
2010-09-16,Albury,0.0,3.0,13.1
2010-09-17,Albury,0.2,5.0,13.7
2010-09-18,Albury,0.0,8.0,13.5
2010-09-19,Albury,0.0,2.0,16.2
2010-09-22,Albury,0.0,8.0,19.1
2010-09-24,Albury,0.0,2.0,18.3
2010-09-25,Albury,0.0,1.0,18.7
2010-10-05,Albury,0.0,1.0,23.8
2010-10-12,Albury,0.8,8.0,19.5
2010-10-13,Albury,11.4,8.0,16.7
2010-10-15,Albury,22.2,8.0,17.1
2010-10-17,Albury,0.0,8.0,14.7
2010-10-18,Albury,0.0,1.0,17.1
2010-10-19,Albury,0.0,4.0,18.2
2010-10-23,Albury,0.4,5.0,17.2
2010-10-25,Albury,0.0,1.0,20.8
2010-10-27,Albury,1.6,2.0,21.6
2010-10-30,Albury,3.4,8.0,18.6
2010-10-31,Albury,50.8,8.0,17.6
2010-11-01,Albury,1.2,1.0,17.5
2010-11-02,Albury,0.0,8.0,20.2
2010-11-03,Albury,0.0,5.0,16.9
2010-11-04,Albury,0.0,5.0,18.2
2010-11-07,Albury,0.0,1.0,24.1
2010-11-08,Albury,2.2,4.0,23.4
2010-11-09,Albury,0.0,1.0,26.0
2010-11-10,Albury,0.0,3.0,28.2
2010-11-13,Albury,0.0,3.0,24.8
2010-11-16,Albury,0.0,3.0,19.8
2010-11-23,Albury,0.0,2.0,28.4
2010-11-26,Albury,4.0,8.0,23.6
2010-11-27,Albury,19.2,8.0,22.7
2010-11-29,Albury,14.8,2.0,21.7
2010-12-01,Albury,12.0,8.0,20.6
2010-12-02,Albury,0.6,8.0,19.0
2010-12-04,Albury,1.2,6.0,28.6
2010-12-07,Albury,0.0,8.0,29.0
2010-12-08,Albury,3.2,7.0,29.1
2010-12-09,Albury,25.6,8.0,26.0
2010-12-11,Albury,0.0,1.0,22.8
2010-12-15,Albury,0.0,5.0,29.8
2010-12-17,Albury,0.0,7.0,24.1
2010-12-18,Albury,1.0,7.0,18.7
2010-12-19,Albury,3.0,8.0,17.4
2010-12-20,Albury,6.2,8.0,18.6
2010-12-21,Albury,1.6,7.0,19.3
2010-12-25,Albury,0.0,8.0,23.4
2011-01-11,Albury,1.4,8.0,23.0
2011-01-13,Albury,14.2,8.0,29.5
2011-01-14,Albury,2.4,8.0,21.2
2011-02-03,Albury,3.4,1.0,33.9
2011-02-04,Albury,2.6,8.0,23.4
2011-02-05,Albury,99.2,8.0,22.5
2011-02-11,Albury,39.8,8.0,22.0
2011-02-12,Albury,28.2,4.0,28.2
2011-02-17,Albury,5.8,5.0,28.1
2011-02-18,Albury,0.0,1.0,30.4
2011-02-19,Albury,12.2,8.0,27.4
2011-02-20,Albury,12.8,5.0,25.2
2011-02-27,Albury,0.2,8.0,21.1
2011-02-28,Albury,11.8,7.0,28.5
2011-03-08,Albury,0.0,2.0,28.0
2011-03-10,Albury,13.4,8.0,19.6
2011-03-12,Albury,0.6,8.0,27.0
2011-03-18,Albury,0.0,1.0,25.2
2011-03-19,Albury,0.0,5.0,26.7
2011-03-20,Albury,0.0,1.0,27.4
2011-03-22,Albury,0.0,5.0,26.0
2011-03-23,Albury,0.0,8.0,18.4
2011-03-24,Albury,8.0,3.0,20.7
2011-03-25,Albury,0.0,8.0,20.9
2011-03-27,Albury,0.0,1.0,22.4
2011-03-29,Albury,0.0,8.0,24.3
2011-03-30,Albury,0.0,8.0,24.1
2011-05-01,Albury,0.0,8.0,19.5
2011-05-02,Albury,0.0,8.0,19.4
2011-05-03,Albury,0.0,1.0,21.6
2011-05-11,Albury,3.6,5.0,10.8
2011-05-12,Albury,0.4,8.0,8.6
2011-05-13,Albury,5.0,6.0,13.2
2011-05-14,Albury,1.8,7.0,13.6
2011-05-15,Albury,0.0,5.0,12.3
2011-05-16,Albury,0.0,8.0,10.9
2011-05-22,Albury,0.0,6.0,20.4
2011-05-23,Albury,17.4,8.0,14.0
2011-05-24,Albury,3.6,8.0,14.8
2011-05-27,Albury,0.0,1.0,12.8
2011-06-04,Albury,8.8,1.0,13.8
2011-06-05,Albury,0.0,2.0,11.5
2011-06-08,Albury,2.6,8.0,9.7
2011-06-18,Albury,0.2,8.0,11.1
2011-06-19,Albury,0.0,8.0,11.4
2011-06-20,Albury,3.6,8.0,14.1
2011-06-21,Albury,10.6,2.0,10.3
2011-06-22,Albury,0.6,8.0,10.4
2011-07-03,Albury,0.0,7.0,12.8
2011-07-04,Albury,15.4,6.0,14.1
2011-07-06,Albury,1.2,8.0,10.0
2011-07-07,Albury,4.4,1.0,10.6
2011-07-08,Albury,0.0,8.0,8.0
2011-07-09,Albury,4.2,8.0,8.1
2011-07-10,Albury,0.0,8.0,10.5
2011-07-11,Albury,6.6,8.0,11.2
2011-07-12,Albury,0.0,7.0,9.8
2011-07-16,Albury,0.0,5.0,13.7
2011-07-17,Albury,0.0,8.0,9.5
2011-07-18,Albury,8.8,8.0,8.6
2011-07-20,Albury,0.2,5.0,15.8
2011-07-21,Albury,0.0,4.0,16.8
2011-07-24,Albury,0.2,8.0,8.9
2011-08-09,Albury,1.2,7.0,9.9
2011-08-28,Albury,0.0,2.0,15.8
2011-08-29,Albury,0.0,8.0,15.6
2011-09-06,Albury,5.0,8.0,12.1
2011-09-09,Albury,0.0,8.0,13.0
2011-09-16,Albury,0.0,3.0,19.3
2011-09-21,Albury,3.6,5.0,18.0
2011-09-28,Albury,0.6,8.0,14.3
2011-09-29,Albury,28.4,8.0,10.0
2011-09-30,Albury,8.2,8.0,15.1
2011-10-01,Albury,3.8,8.0,13.0
2011-10-04,Albury,0.0,1.0,19.1
2011-10-06,Albury,0.0,8.0,15.0
2011-10-09,Albury,0.0,5.0,18.4
2011-10-15,Albury,0.0,8.0,23.7
2011-10-21,Albury,0.0,1.0,23.6
2011-10-25,Albury,12.2,8.0,19.3
2011-10-29,Albury,1.2,8.0,24.0
2011-11-06,Albury,0.0,7.0,27.1
2011-11-10,Albury,34.8,1.0,21.6
2011-11-16,Albury,0.0,8.0,19.4
2011-11-18,Albury,0.0,4.0,30.5
2011-11-19,Albury,0.0,7.0,26.5
2011-11-29,Albury,0.0,1.0,34.8
2011-11-30,Albury,16.6,8.0,15.6
2011-12-03,Albury,0.0,3.0,25.3
2011-12-10,Albury,0.0,8.0,24.3
2011-12-11,Albury,12.2,6.0,25.6
2011-12-12,Albury,0.0,2.0,25.6
2011-12-13,Albury,0.0,2.0,24.5
2011-12-17,Albury,0.0,1.0,28.9
2011-12-18,Albury,0.0,8.0,23.6
2011-12-19,Albury,3.6,7.0,25.9
2011-12-21,Albury,0.0,1.0,26.0
2012-01-10,Albury,0.0,1.0,23.5
2012-01-11,Albury,0.4,3.0,18.9
2012-01-15,Albury,0.0,2.0,29.7
2012-01-16,Albury,0.0,3.0,29.3
2012-01-18,Albury,0.0,7.0,25.0
2012-01-27,Albury,0.0,1.0,33.6
2012-01-29,Albury,0.0,1.0,33.8
2012-01-30,Albury,26.8,8.0,27.0
2012-01-31,Albury,9.0,1.0,26.2
2012-02-04,Albury,0.0,1.0,30.7
2012-02-05,Albury,0.0,1.0,32.9
2012-02-09,Albury,0.0,2.0,22.8
2012-02-10,Albury,3.6,8.0,22.9
2012-02-11,Albury,0.0,8.0,25.1
2012-02-12,Albury,3.2,8.0,27.2
2012-02-14,Albury,0.0,3.0,30.0
2012-02-15,Albury,0.0,8.0,30.9
2012-02-16,Albury,0.4,8.0,23.6
2012-02-17,Albury,0.0,7.0,28.9
2012-02-20,Albury,0.0,8.0,20.5
2012-02-21,Albury,1.4,8.0,27.7
2012-02-22,Albury,0.0,3.0,28.4
2012-02-26,Albury,1.4,8.0,22.0
2012-02-27,Albury,10.6,8.0,26.9
2012-02-29,Albury,0.6,8.0,23.5
2012-03-01,Albury,104.2,8.0,18.5
2012-03-02,Albury,36.6,7.0,25.2
2012-03-03,Albury,0.0,8.0,17.1
2012-03-04,Albury,66.0,3.0,23.1
2012-03-06,Albury,0.0,4.0,24.8
2012-03-07,Albury,0.0,7.0,22.3
2012-03-08,Albury,0.0,8.0,23.2
2012-03-09,Albury,0.4,4.0,26.1
2012-03-12,Albury,0.0,8.0,26.0
2012-03-13,Albury,0.0,8.0,28.0
2012-03-14,Albury,0.0,8.0,24.5
2012-03-15,Albury,9.6,2.0,28.5
2012-03-16,Albury,19.2,8.0,16.9
2012-03-20,Albury,0.0,2.0,26.9
2012-03-21,Albury,0.0,8.0,25.4
2012-03-23,Albury,0.0,3.0,16.7
2012-03-24,Albury,0.4,5.0,17.5
2012-03-26,Albury,0.0,1.0,22.3
2012-03-28,Albury,0.0,8.0,21.9
2012-03-30,Albury,0.0,1.0,25.5
2012-04-01,Albury,0.0,8.0,25.2
2012-04-03,Albury,0.0,2.0,29.1
2012-04-06,Albury,0.0,5.0,28.0
2012-04-08,Albury,0.0,2.0,18.2
2012-04-09,Albury,0.0,8.0,14.6
2012-04-10,Albury,0.0,2.0,16.9
2012-04-14,Albury,0.0,1.0,19.6
2012-04-15,Albury,0.0,3.0,25.1
2012-04-16,Albury,0.0,1.0,25.8
2012-04-19,Albury,0.8,4.0,20.5
2012-04-20,Albury,34.2,1.0,21.9
2012-04-22,Albury,1.4,8.0,21.8
2012-04-23,Albury,8.2,1.0,22.4
2012-04-24,Albury,0.8,8.0,11.2
2012-04-25,Albury,1.0,7.0,16.8
2012-04-27,Albury,0.0,6.0,19.2
2012-04-30,Albury,0.0,1.0,19.4
2012-05-01,Albury,0.0,7.0,19.8
2012-05-02,Albury,0.0,8.0,15.8
2012-05-03,Albury,1.6,1.0,13.8
2012-05-04,Albury,0.0,1.0,14.9
2012-05-06,Albury,0.0,8.0,12.6
2012-05-07,Albury,0.0,5.0,13.8
2012-05-08,Albury,0.0,1.0,20.0
2012-05-09,Albury,0.0,5.0,16.3
2012-05-10,Albury,0.4,7.0,21.0
2012-05-11,Albury,0.0,8.0,17.3
2012-05-12,Albury,0.0,8.0,13.3
2012-05-13,Albury,0.0,6.0,13.6
2012-05-16,Albury,0.0,2.0,16.4
2012-05-21,Albury,0.0,5.0,13.3
2012-05-22,Albury,0.0,7.0,15.2
2012-05-24,Albury,0.0,8.0,11.8
2012-05-25,Albury,29.4,8.0,8.6
2012-05-26,Albury,6.0,8.0,12.2
2012-05-27,Albury,0.4,1.0,15.0
2012-06-03,Albury,3.6,8.0,13.4
2012-06-04,Albury,0.0,8.0,10.8
2012-06-09,Albury,0.0,5.0,12.5
2012-06-10,Albury,0.0,1.0,15.1
2012-06-14,Albury,0.0,8.0,15.4
2012-06-16,Albury,0.0,7.0,9.9
2012-06-17,Albury,0.0,7.0,10.2
2012-06-18,Albury,0.0,8.0,11.3
2012-06-20,Albury,0.0,7.0,11.4
2012-06-21,Albury,0.6,8.0,13.7
2012-06-22,Albury,5.2,8.0,8.9
2012-06-23,Albury,0.8,8.0,10.4
2012-06-24,Albury,0.4,8.0,10.9
2012-06-25,Albury,1.4,8.0,12.0
2012-06-26,Albury,1.0,8.0,12.8
2012-06-27,Albury,0.0,8.0,13.1
2012-06-28,Albury,0.0,7.0,11.8
2012-06-29,Albury,3.8,8.0,14.8
2012-06-30,Albury,4.6,8.0,11.1
2012-07-01,Albury,3.8,8.0,8.2
2012-07-09,Albury,0.0,1.0,14.3
2012-07-10,Albury,2.4,8.0,11.2
2012-07-11,Albury,27.2,3.0,13.0
2012-07-12,Albury,0.0,7.0,11.4
2012-07-13,Albury,15.4,8.0,14.3
2012-07-14,Albury,14.2,7.0,13.0
2012-07-15,Albury,9.4,8.0,10.2
2012-07-16,Albury,2.8,8.0,12.0
2012-07-17,Albury,0.4,8.0,14.2
2012-07-18,Albury,0.0,8.0,11.9
2012-07-19,Albury,0.6,3.0,11.1
2012-07-20,Albury,0.0,8.0,13.7
2012-07-23,Albury,0.0,1.0,15.5
2012-07-25,Albury,0.0,8.0,14.1
2012-07-27,Albury,6.2,4.0,10.3
2012-07-28,Albury,4.0,8.0,12.4
2012-07-29,Albury,1.8,6.0,13.4
2012-08-01,Albury,0.2,2.0,13.4
2012-08-03,Albury,0.0,7.0,13.3
2012-08-04,Albury,0.0,8.0,13.8
2012-08-05,Albury,2.0,8.0,15.4
2012-08-06,Albury,1.4,6.0,11.1
2012-08-09,Albury,11.2,8.0,7.0
2012-08-13,Albury,0.0,5.0,13.9
2012-08-14,Albury,0.0,1.0,15.4
2012-08-15,Albury,1.2,2.0,12.6
2012-08-16,Albury,0.6,8.0,13.2
2012-08-17,Albury,13.4,8.0,10.6
2012-08-18,Albury,6.6,8.0,12.8
2012-08-20,Albury,0.0,2.0,11.7
2012-08-21,Albury,0.0,1.0,15.6
2012-08-23,Albury,1.0,7.0,11.7
2012-08-24,Albury,9.4,8.0,11.1
2012-08-25,Albury,2.0,8.0,10.6
2012-08-26,Albury,0.8,6.0,13.8
2012-08-27,Albury,0.0,1.0,13.9
2012-08-30,Albury,0.6,6.0,10.9
2012-08-31,Albury,1.0,7.0,12.9
2012-09-05,Albury,0.0,7.0,18.9
2012-09-06,Albury,0.2,8.0,15.9
2012-09-07,Albury,2.6,8.0,12.4
2012-09-08,Albury,3.4,8.0,14.0
2012-09-14,Albury,0.0,8.0,12.8
2012-09-17,Albury,0.0,7.0,16.6
2012-09-18,Albury,0.0,4.0,15.4
2012-09-19,Albury,13.2,1.0,18.6
2012-09-20,Albury,0.4,6.0,21.4
2012-09-21,Albury,0.0,8.0,18.3
2012-09-23,Albury,0.0,3.0,18.9
2012-09-24,Albury,0.0,5.0,14.7
2012-09-27,Albury,0.0,1.0,23.8
2012-09-28,Albury,0.0,7.0,16.3
2012-09-29,Albury,4.2,8.0,13.0
2012-09-30,Albury,0.2,8.0,13.7
2012-10-05,Albury,0.0,1.0,23.6
2012-10-07,Albury,33.4,2.0,15.6
2012-10-08,Albury,0.0,8.0,15.4
2012-10-09,Albury,0.0,1.0,17.7
2012-10-10,Albury,0.0,6.0,15.5
2012-10-11,Albury,0.8,8.0,10.2
2012-10-12,Albury,7.6,4.0,17.1
2012-10-13,Albury,0.0,7.0,17.3
2012-10-16,Albury,0.0,8.0,16.3
2012-10-25,Albury,0.0,3.0,22.6
2012-10-26,Albury,0.0,2.0,17.8
2012-10-29,Albury,0.0,2.0,25.8
2012-10-30,Albury,0.0,1.0,28.5
2012-11-01,Albury,0.0,8.0,19.3
2012-11-03,Albury,0.0,7.0,23.5
2012-11-05,Albury,0.0,8.0,26.3
2012-11-06,Albury,0.4,7.0,27.3
2012-11-07,Albury,10.6,8.0,19.4
2012-11-08,Albury,24.6,8.0,21.8
2012-11-17,Albury,0.0,2.0,23.3
2012-11-21,Albury,0.0,1.0,31.5
2012-11-26,Albury,0.0,1.0,31.2
2012-11-27,Albury,0.2,3.0,26.3
2012-11-28,Albury,0.4,1.0,31.2
2012-11-30,Albury,0.0,5.0,31.1
2013-01-05,Albury,0.0,1.0,42.4
2013-01-13,Albury,0.0,8.0,16.8
2013-01-26,Albury,0.0,6.0,36.3
2013-01-28,Albury,0.0,2.0,32.3
2013-01-29,Albury,0.0,2.0,30.6
2013-03-13,Albury,0.0,7.0,32.5
2013-03-16,Albury,0.0,2.0,24.1
2013-03-20,Albury,0.0,6.0,27.0
2013-03-21,Albury,2.6,8.0,18.6
2013-03-22,Albury,17.4,1.0,21.5
2013-03-23,Albury,0.0,2.0,22.9
2013-03-27,Albury,0.0,1.0,34.1
2013-03-28,Albury,10.4,7.0,17.1
2013-03-30,Albury,0.2,1.0,19.1
2013-03-31,Albury,0.0,8.0,20.1
2013-04-01,Albury,0.0,1.0,21.3
